bd_Start_time,bd_FC_Before_Start,station_number,daily_sum,station_name
7/2/2015,111,17126,0,MARREE AERO
7/3/2015,135,17126,0,MARREE AERO
7/4/2015,159,17126,0,MARREE AERO
6/26/2015,-33,32040,0,TOWNSVILLE AERO
6/27/2015,-9,32040,0,TOWNSVILLE AERO
6/28/2015,15,32040,0,TOWNSVILLE AERO
6/29/2015,39,32040,0,TOWNSVILLE AERO
6/30/2015,63,32040,0,TOWNSVILLE AERO
7/1/2015,87,32040,0,TOWNSVILLE AERO
7/2/2015,111,32040,0,TOWNSVILLE AERO
7/3/2015,135,32040,0,TOWNSVILLE AERO
7/4/2015,159,32040,0,TOWNSVILLE AERO
6/27/2015,-33,14015,0,DARWIN AIRPORT
6/28/2015,-9,14015,0,DARWIN AIRPORT
6/29/2015,15,14015,0,DARWIN AIRPORT
6/30/2015,39,14015,0,DARWIN AIRPORT
7/1/2015,63,14015,0,DARWIN AIRPORT
7/2/2015,87,14015,0,DARWIN AIRPORT
7/3/2015,111,14015,0,DARWIN AIRPORT
7/4/2015,135,14015,0,DARWIN AIRPORT
7/5/2015,159,14015,0,DARWIN AIRPORT
6/27/2015,-33,17126,0,MARREE AERO
6/28/2015,-9,17126,0,MARREE AERO
6/29/2015,15,17126,0,MARREE AERO
6/30/2015,39,17126,0,MARREE AERO
7/1/2015,63,17126,0,MARREE AERO
7/2/2015,87,17126,0,MARREE AERO
7/3/2015,111,17126,0,MARREE AERO
7/4/2015,135,17126,0,MARREE AERO
7/5/2015,159,17126,0,MARREE AERO
6/27/2015,-33,32040,0,TOWNSVILLE AERO
6/28/2015,-9,32040,0,TOWNSVILLE AERO
6/29/2015,15,32040,0,TOWNSVILLE AERO
6/30/2015,39,32040,0,TOWNSVILLE AERO
7/1/2015,63,32040,0,TOWNSVILLE AERO
7/2/2015,87,32040,0,TOWNSVILLE AERO
7/3/2015,111,32040,0,TOWNSVILLE AERO
7/4/2015,135,32040,0,TOWNSVILLE AERO
7/5/2015,159,32040,0,TOWNSVILLE AERO
6/28/2015,-33,14015,0,DARWIN AIRPORT
6/29/2015,-9,14015,0,DARWIN AIRPORT
6/30/2015,15,14015,0,DARWIN AIRPORT
7/1/2015,39,14015,0,DARWIN AIRPORT
7/2/2015,63,14015,0,DARWIN AIRPORT
7/3/2015,87,14015,0,DARWIN AIRPORT
7/4/2015,111,14015,0,DARWIN AIRPORT
7/5/2015,135,14015,0,DARWIN AIRPORT
7/6/2015,159,14015,0,DARWIN AIRPORT
6/28/2015,-33,17126,0,MARREE AERO
6/29/2015,-9,17126,0,MARREE AERO
6/30/2015,15,17126,0,MARREE AERO
7/1/2015,39,17126,0,MARREE AERO
7/2/2015,63,17126,0,MARREE AERO
7/3/2015,87,17126,0,MARREE AERO
7/4/2015,111,17126,0,MARREE AERO
7/5/2015,135,17126,0,MARREE AERO
7/6/2015,159,17126,0,MARREE AERO
6/29/2015,-33,14015,0,DARWIN AIRPORT
6/30/2015,-9,14015,0,DARWIN AIRPORT
7/1/2015,15,14015,0,DARWIN AIRPORT
7/2/2015,39,14015,0,DARWIN AIRPORT
7/3/2015,63,14015,0,DARWIN AIRPORT
7/4/2015,87,14015,0,DARWIN AIRPORT
7/5/2015,111,14015,0,DARWIN AIRPORT
7/6/2015,135,14015,0,DARWIN AIRPORT
7/7/2015,159,14015,0,DARWIN AIRPORT
6/29/2015,-33,17126,0,MARREE AERO
6/30/2015,-9,17126,0,MARREE AERO
7/1/2015,15,17126,0,MARREE AERO
7/2/2015,39,17126,0,MARREE AERO
7/3/2015,63,17126,0,MARREE AERO
7/4/2015,87,17126,0,MARREE AERO
7/5/2015,111,17126,0,MARREE AERO
7/6/2015,135,17126,0,MARREE AERO
7/7/2015,159,17126,0,MARREE AERO
6/29/2015,-33,32040,0,TOWNSVILLE AERO
6/30/2015,-9,32040,0,TOWNSVILLE AERO
7/1/2015,15,32040,0,TOWNSVILLE AERO
7/2/2015,39,32040,0,TOWNSVILLE AERO
7/3/2015,63,32040,0,TOWNSVILLE AERO
7/4/2015,87,32040,0,TOWNSVILLE AERO
7/5/2015,111,32040,0,TOWNSVILLE AERO
7/6/2015,135,32040,0,TOWNSVILLE AERO
7/7/2015,159,32040,0,TOWNSVILLE AERO
6/30/2015,-33,14015,0,DARWIN AIRPORT
7/1/2015,-9,14015,0,DARWIN AIRPORT
7/2/2015,15,14015,0,DARWIN AIRPORT
7/3/2015,39,14015,0,DARWIN AIRPORT
7/4/2015,63,14015,0,DARWIN AIRPORT
7/5/2015,87,14015,0,DARWIN AIRPORT
7/6/2015,111,14015,0,DARWIN AIRPORT
7/7/2015,135,14015,0,DARWIN AIRPORT
7/8/2015,159,14015,0,DARWIN AIRPORT
6/30/2015,-33,17126,0,MARREE AERO
7/1/2015,-9,17126,0,MARREE AERO
7/2/2015,15,17126,0,MARREE AERO
7/3/2015,39,17126,0,MARREE AERO
7/4/2015,63,17126,0,MARREE AERO
7/5/2015,87,17126,0,MARREE AERO
7/6/2015,111,17126,0,MARREE AERO
7/7/2015,135,17126,0,MARREE AERO
7/8/2015,159,17126,0,MARREE AERO
6/30/2015,-33,32040,0,TOWNSVILLE AERO
7/1/2015,-9,32040,0,TOWNSVILLE AERO
7/2/2015,15,32040,0,TOWNSVILLE AERO
7/3/2015,39,32040,0,TOWNSVILLE AERO
7/4/2015,63,32040,0,TOWNSVILLE AERO
7/5/2015,87,32040,0,TOWNSVILLE AERO
7/6/2015,111,32040,0,TOWNSVILLE AERO
7/7/2015,135,32040,0,TOWNSVILLE AERO
7/8/2015,159,32040,0,TOWNSVILLE AERO
7/1/2015,-33,14015,0,DARWIN AIRPORT
7/2/2015,-9,14015,0,DARWIN AIRPORT
7/3/2015,15,14015,0,DARWIN AIRPORT
7/4/2015,39,14015,0,DARWIN AIRPORT
7/5/2015,63,14015,0,DARWIN AIRPORT
7/6/2015,87,14015,0,DARWIN AIRPORT
7/7/2015,111,14015,0,DARWIN AIRPORT
7/8/2015,135,14015,0,DARWIN AIRPORT
7/9/2015,159,14015,0,DARWIN AIRPORT
7/1/2015,-33,32040,0,TOWNSVILLE AERO
7/2/2015,-9,32040,0,TOWNSVILLE AERO
7/3/2015,15,32040,0,TOWNSVILLE AERO
7/4/2015,39,32040,0,TOWNSVILLE AERO
7/5/2015,63,32040,0,TOWNSVILLE AERO
7/6/2015,87,32040,0,TOWNSVILLE AERO
7/7/2015,111,32040,0,TOWNSVILLE AERO
7/8/2015,135,32040,0,TOWNSVILLE AERO
7/9/2015,159,32040,0,TOWNSVILLE AERO
7/2/2015,-33,14015,0,DARWIN AIRPORT
7/3/2015,-9,14015,0,DARWIN AIRPORT
7/4/2015,15,14015,0,DARWIN AIRPORT
7/5/2015,39,14015,0,DARWIN AIRPORT
7/6/2015,63,14015,0,DARWIN AIRPORT
7/7/2015,87,14015,0,DARWIN AIRPORT
7/8/2015,111,14015,0,DARWIN AIRPORT
7/9/2015,135,14015,0,DARWIN AIRPORT
7/10/2015,159,14015,0,DARWIN AIRPORT
7/2/2015,-33,17126,0,MARREE AERO
7/3/2015,-9,17126,0,MARREE AERO
7/4/2015,15,17126,0,MARREE AERO
7/5/2015,39,17126,0,MARREE AERO
7/6/2015,63,17126,0,MARREE AERO
7/7/2015,87,17126,0,MARREE AERO
7/8/2015,111,17126,0,MARREE AERO
7/9/2015,135,17126,0,MARREE AERO
7/10/2015,159,17126,0,MARREE AERO
7/2/2015,-33,32040,0,TOWNSVILLE AERO
7/3/2015,-9,32040,0,TOWNSVILLE AERO
7/4/2015,15,32040,0,TOWNSVILLE AERO
7/5/2015,39,32040,0,TOWNSVILLE AERO
7/6/2015,63,32040,0,TOWNSVILLE AERO
7/7/2015,87,32040,0,TOWNSVILLE AERO
7/8/2015,111,32040,0,TOWNSVILLE AERO
7/9/2015,135,32040,0,TOWNSVILLE AERO
7/10/2015,159,32040,0,TOWNSVILLE AERO
7/3/2015,-33,14015,0,DARWIN AIRPORT
7/4/2015,-9,14015,0,DARWIN AIRPORT
7/5/2015,15,14015,0,DARWIN AIRPORT
7/6/2015,39,14015,0,DARWIN AIRPORT
7/7/2015,63,14015,0,DARWIN AIRPORT
7/8/2015,87,14015,0,DARWIN AIRPORT
7/9/2015,111,14015,0,DARWIN AIRPORT
7/10/2015,135,14015,0,DARWIN AIRPORT
7/11/2015,159,14015,0,DARWIN AIRPORT
7/3/2015,-33,17126,0,MARREE AERO
7/4/2015,-9,17126,0,MARREE AERO
7/5/2015,15,17126,0,MARREE AERO
7/6/2015,39,17126,0,MARREE AERO
7/7/2015,63,17126,0,MARREE AERO
7/8/2015,87,17126,0,MARREE AERO
7/9/2015,111,17126,0,MARREE AERO
7/10/2015,135,17126,0,MARREE AERO
7/11/2015,159,17126,0,MARREE AERO
7/3/2015,-33,32040,0,TOWNSVILLE AERO
7/4/2015,-9,32040,0,TOWNSVILLE AERO
7/5/2015,15,32040,0,TOWNSVILLE AERO
7/6/2015,39,32040,0,TOWNSVILLE AERO
7/7/2015,63,32040,0,TOWNSVILLE AERO
7/8/2015,87,32040,0,TOWNSVILLE AERO
7/9/2015,111,32040,0,TOWNSVILLE AERO
7/10/2015,135,32040,0,TOWNSVILLE AERO
7/11/2015,159,32040,0,TOWNSVILLE AERO
7/4/2015,-33,14015,0,DARWIN AIRPORT
7/5/2015,-9,14015,0,DARWIN AIRPORT
7/6/2015,15,14015,0,DARWIN AIRPORT
7/7/2015,39,14015,0,DARWIN AIRPORT
7/8/2015,63,14015,0,DARWIN AIRPORT
7/9/2015,87,14015,0,DARWIN AIRPORT
7/10/2015,111,14015,0,DARWIN AIRPORT
7/11/2015,135,14015,0,DARWIN AIRPORT
7/12/2015,159,14015,0,DARWIN AIRPORT
7/4/2015,-33,17126,0,MARREE AERO
7/5/2015,-9,17126,0,MARREE AERO
7/6/2015,15,17126,0,MARREE AERO
7/7/2015,39,17126,0,MARREE AERO
7/8/2015,63,17126,0,MARREE AERO
7/9/2015,87,17126,0,MARREE AERO
7/10/2015,111,17126,0,MARREE AERO
7/11/2015,135,17126,0,MARREE AERO
7/12/2015,159,17126,0,MARREE AERO
7/4/2015,-33,32040,0,TOWNSVILLE AERO
7/5/2015,-9,32040,0,TOWNSVILLE AERO
7/6/2015,15,32040,0,TOWNSVILLE AERO
7/7/2015,39,32040,0,TOWNSVILLE AERO
7/8/2015,63,32040,0,TOWNSVILLE AERO
7/9/2015,87,32040,0,TOWNSVILLE AERO
7/10/2015,111,32040,0,TOWNSVILLE AERO
7/11/2015,135,32040,0,TOWNSVILLE AERO
7/12/2015,159,32040,0,TOWNSVILLE AERO
7/5/2015,-33,14015,0,DARWIN AIRPORT
7/6/2015,-9,14015,0,DARWIN AIRPORT
7/7/2015,15,14015,0,DARWIN AIRPORT
7/8/2015,39,14015,0,DARWIN AIRPORT
7/9/2015,63,14015,0,DARWIN AIRPORT
7/10/2015,87,14015,0,DARWIN AIRPORT
7/11/2015,111,14015,0,DARWIN AIRPORT
7/12/2015,135,14015,0,DARWIN AIRPORT
7/13/2015,159,14015,0,DARWIN AIRPORT
7/5/2015,-33,17126,0,MARREE AERO
7/6/2015,-9,17126,0,MARREE AERO
7/7/2015,15,17126,0,MARREE AERO
7/8/2015,39,17126,0,MARREE AERO
7/9/2015,63,17126,0,MARREE AERO
7/10/2015,87,17126,0,MARREE AERO
7/11/2015,111,17126,0,MARREE AERO
7/12/2015,135,17126,0,MARREE AERO
7/13/2015,159,17126,0,MARREE AERO
7/5/2015,-33,32040,0,TOWNSVILLE AERO
7/6/2015,-9,32040,0,TOWNSVILLE AERO
7/7/2015,15,32040,0,TOWNSVILLE AERO
7/8/2015,39,32040,0,TOWNSVILLE AERO
7/9/2015,63,32040,0,TOWNSVILLE AERO
7/10/2015,87,32040,0,TOWNSVILLE AERO
7/11/2015,111,32040,0,TOWNSVILLE AERO
7/12/2015,135,32040,0,TOWNSVILLE AERO
7/13/2015,159,32040,0,TOWNSVILLE AERO
7/6/2015,-33,14015,0,DARWIN AIRPORT
7/7/2015,-9,14015,0,DARWIN AIRPORT
7/8/2015,15,14015,0,DARWIN AIRPORT
7/9/2015,39,14015,0,DARWIN AIRPORT
7/10/2015,63,14015,0,DARWIN AIRPORT
7/11/2015,87,14015,0,DARWIN AIRPORT
7/12/2015,111,14015,0,DARWIN AIRPORT
7/13/2015,135,14015,0,DARWIN AIRPORT
7/14/2015,159,14015,0,DARWIN AIRPORT
7/6/2015,-33,17126,0,MARREE AERO
7/7/2015,-9,17126,0,MARREE AERO
7/8/2015,15,17126,0,MARREE AERO
7/9/2015,39,17126,0,MARREE AERO
7/10/2015,63,17126,0,MARREE AERO
7/11/2015,87,17126,0,MARREE AERO
7/12/2015,111,17126,0,MARREE AERO
7/13/2015,135,17126,0,MARREE AERO
7/14/2015,159,17126,0,MARREE AERO
7/6/2015,-33,32040,0,TOWNSVILLE AERO
7/7/2015,-9,32040,0,TOWNSVILLE AERO
7/8/2015,15,32040,0,TOWNSVILLE AERO
7/9/2015,39,32040,0,TOWNSVILLE AERO
7/10/2015,63,32040,0,TOWNSVILLE AERO
7/11/2015,87,32040,0,TOWNSVILLE AERO
7/12/2015,111,32040,0,TOWNSVILLE AERO
7/13/2015,135,32040,0,TOWNSVILLE AERO
7/14/2015,159,32040,0,TOWNSVILLE AERO
7/7/2015,-33,14015,0,DARWIN AIRPORT
7/8/2015,-9,14015,0,DARWIN AIRPORT
7/9/2015,15,14015,0,DARWIN AIRPORT
7/10/2015,39,14015,0,DARWIN AIRPORT
7/11/2015,63,14015,0,DARWIN AIRPORT
7/12/2015,87,14015,0,DARWIN AIRPORT
7/13/2015,111,14015,0,DARWIN AIRPORT
7/14/2015,135,14015,0,DARWIN AIRPORT
7/15/2015,159,14015,0,DARWIN AIRPORT
7/7/2015,-33,17126,0,MARREE AERO
7/8/2015,-9,17126,0,MARREE AERO
7/9/2015,15,17126,0,MARREE AERO
7/10/2015,39,17126,0,MARREE AERO
7/11/2015,63,17126,0,MARREE AERO
7/12/2015,87,17126,0,MARREE AERO
7/13/2015,111,17126,0,MARREE AERO
7/14/2015,135,17126,0,MARREE AERO
7/15/2015,159,17126,0,MARREE AERO
7/7/2015,-33,32040,0,TOWNSVILLE AERO
7/8/2015,-9,32040,0,TOWNSVILLE AERO
7/9/2015,15,32040,0,TOWNSVILLE AERO
7/10/2015,39,32040,0,TOWNSVILLE AERO
7/11/2015,63,32040,0,TOWNSVILLE AERO
7/12/2015,87,32040,0,TOWNSVILLE AERO
7/13/2015,111,32040,0,TOWNSVILLE AERO
7/14/2015,135,32040,0,TOWNSVILLE AERO
7/15/2015,159,32040,0,TOWNSVILLE AERO
7/8/2015,-33,17126,0,MARREE AERO
7/9/2015,-9,17126,0,MARREE AERO
7/10/2015,15,17126,0,MARREE AERO
7/11/2015,39,17126,0,MARREE AERO
7/12/2015,63,17126,0,MARREE AERO
7/13/2015,87,17126,0,MARREE AERO
7/14/2015,111,17126,0,MARREE AERO
7/15/2015,135,17126,0,MARREE AERO
7/16/2015,159,17126,0,MARREE AERO
7/8/2015,-33,32040,0,TOWNSVILLE AERO
7/9/2015,-9,32040,0,TOWNSVILLE AERO
7/10/2015,15,32040,0,TOWNSVILLE AERO
7/11/2015,39,32040,0,TOWNSVILLE AERO
7/12/2015,63,32040,0,TOWNSVILLE AERO
7/13/2015,87,32040,0,TOWNSVILLE AERO
7/14/2015,111,32040,0,TOWNSVILLE AERO
7/15/2015,135,32040,0,TOWNSVILLE AERO
7/16/2015,159,32040,0,TOWNSVILLE AERO
7/9/2015,-33,14015,0,DARWIN AIRPORT
7/10/2015,-9,14015,0,DARWIN AIRPORT
7/11/2015,15,14015,0,DARWIN AIRPORT
7/12/2015,39,14015,0,DARWIN AIRPORT
7/13/2015,63,14015,0,DARWIN AIRPORT
7/14/2015,87,14015,0,DARWIN AIRPORT
7/15/2015,111,14015,0,DARWIN AIRPORT
7/16/2015,135,14015,0,DARWIN AIRPORT
7/17/2015,159,14015,0,DARWIN AIRPORT
7/9/2015,-33,17126,0,MARREE AERO
7/10/2015,-9,17126,0,MARREE AERO
7/11/2015,15,17126,0,MARREE AERO
7/12/2015,39,17126,0,MARREE AERO
7/13/2015,63,17126,0,MARREE AERO
7/14/2015,87,17126,0,MARREE AERO
7/15/2015,111,17126,0,MARREE AERO
7/16/2015,135,17126,0,MARREE AERO
7/17/2015,159,17126,0,MARREE AERO
7/9/2015,-33,32040,0,TOWNSVILLE AERO
7/10/2015,-9,32040,0,TOWNSVILLE AERO
7/11/2015,15,32040,0,TOWNSVILLE AERO
7/12/2015,39,32040,0,TOWNSVILLE AERO
7/13/2015,63,32040,0,TOWNSVILLE AERO
7/14/2015,87,32040,0,TOWNSVILLE AERO
7/15/2015,111,32040,0,TOWNSVILLE AERO
7/16/2015,135,32040,0,TOWNSVILLE AERO
7/17/2015,159,32040,0,TOWNSVILLE AERO
7/10/2015,-33,14015,0,DARWIN AIRPORT
7/11/2015,-9,14015,0,DARWIN AIRPORT
7/12/2015,15,14015,0,DARWIN AIRPORT
7/13/2015,39,14015,0,DARWIN AIRPORT
7/14/2015,63,14015,0,DARWIN AIRPORT
7/15/2015,87,14015,0,DARWIN AIRPORT
7/16/2015,111,14015,0,DARWIN AIRPORT
7/17/2015,135,14015,0,DARWIN AIRPORT
7/18/2015,159,14015,0,DARWIN AIRPORT
7/10/2015,-33,17126,0,MARREE AERO
7/11/2015,-9,17126,0,MARREE AERO
7/12/2015,15,17126,0,MARREE AERO
7/13/2015,39,17126,0,MARREE AERO
7/14/2015,63,17126,0,MARREE AERO
7/15/2015,87,17126,0,MARREE AERO
7/16/2015,111,17126,0,MARREE AERO
7/17/2015,135,17126,0,MARREE AERO
7/18/2015,159,17126,0,MARREE AERO
7/10/2015,-33,32040,0,TOWNSVILLE AERO
7/11/2015,-9,32040,0,TOWNSVILLE AERO
7/12/2015,15,32040,0,TOWNSVILLE AERO
7/13/2015,39,32040,0,TOWNSVILLE AERO
7/14/2015,63,32040,0,TOWNSVILLE AERO
7/15/2015,87,32040,0,TOWNSVILLE AERO
7/16/2015,111,32040,0,TOWNSVILLE AERO
7/17/2015,135,32040,0,TOWNSVILLE AERO
7/18/2015,159,32040,0,TOWNSVILLE AERO
7/11/2015,-33,14015,0,DARWIN AIRPORT
7/12/2015,-9,14015,0,DARWIN AIRPORT
7/13/2015,15,14015,0,DARWIN AIRPORT
7/14/2015,39,14015,0,DARWIN AIRPORT
7/15/2015,63,14015,0,DARWIN AIRPORT
7/16/2015,87,14015,0,DARWIN AIRPORT
7/17/2015,111,14015,0,DARWIN AIRPORT
7/18/2015,135,14015,0,DARWIN AIRPORT
7/19/2015,159,14015,0,DARWIN AIRPORT
7/11/2015,-33,17126,0,MARREE AERO
7/12/2015,-9,17126,0,MARREE AERO
7/13/2015,15,17126,0,MARREE AERO
7/14/2015,39,17126,0,MARREE AERO
7/15/2015,63,17126,0,MARREE AERO
7/16/2015,87,17126,0,MARREE AERO
7/17/2015,111,17126,0,MARREE AERO
7/18/2015,135,17126,0,MARREE AERO
7/19/2015,159,17126,0,MARREE AERO
7/11/2015,-33,32040,0,TOWNSVILLE AERO
7/12/2015,-9,32040,0,TOWNSVILLE AERO
7/13/2015,15,32040,0,TOWNSVILLE AERO
7/14/2015,39,32040,0,TOWNSVILLE AERO
7/15/2015,63,32040,0,TOWNSVILLE AERO
7/16/2015,87,32040,0,TOWNSVILLE AERO
7/17/2015,111,32040,0,TOWNSVILLE AERO
7/18/2015,135,32040,0,TOWNSVILLE AERO
7/19/2015,159,32040,0,TOWNSVILLE AERO
7/12/2015,-33,14015,0,DARWIN AIRPORT
7/13/2015,-9,14015,0,DARWIN AIRPORT
7/14/2015,15,14015,0,DARWIN AIRPORT
7/15/2015,39,14015,0,DARWIN AIRPORT
7/16/2015,63,14015,0,DARWIN AIRPORT
7/17/2015,87,14015,0,DARWIN AIRPORT
7/18/2015,111,14015,0,DARWIN AIRPORT
7/19/2015,135,14015,0,DARWIN AIRPORT
7/20/2015,159,14015,0,DARWIN AIRPORT
7/12/2015,-33,17126,0,MARREE AERO
7/13/2015,-9,17126,0,MARREE AERO
7/14/2015,15,17126,0,MARREE AERO
7/15/2015,39,17126,0,MARREE AERO
7/16/2015,63,17126,0,MARREE AERO
7/17/2015,87,17126,0,MARREE AERO
7/18/2015,111,17126,0,MARREE AERO
7/19/2015,135,17126,0,MARREE AERO
7/20/2015,159,17126,0,MARREE AERO
7/12/2015,-33,32040,0,TOWNSVILLE AERO
7/13/2015,-9,32040,0,TOWNSVILLE AERO
7/14/2015,15,32040,0,TOWNSVILLE AERO
7/15/2015,39,32040,0,TOWNSVILLE AERO
7/16/2015,63,32040,0,TOWNSVILLE AERO
7/17/2015,87,32040,0,TOWNSVILLE AERO
7/18/2015,111,32040,0,TOWNSVILLE AERO
7/19/2015,135,32040,0,TOWNSVILLE AERO
7/20/2015,159,32040,0,TOWNSVILLE AERO
7/13/2015,-33,14015,0,DARWIN AIRPORT
7/14/2015,-9,14015,0,DARWIN AIRPORT
7/15/2015,15,14015,0,DARWIN AIRPORT
7/16/2015,39,14015,0,DARWIN AIRPORT
7/17/2015,63,14015,0,DARWIN AIRPORT
7/18/2015,87,14015,0,DARWIN AIRPORT
7/19/2015,111,14015,0,DARWIN AIRPORT
7/20/2015,135,14015,0,DARWIN AIRPORT
7/21/2015,159,14015,0,DARWIN AIRPORT
7/13/2015,-33,17126,0,MARREE AERO
7/14/2015,-9,17126,0,MARREE AERO
7/15/2015,15,17126,0,MARREE AERO
7/16/2015,39,17126,0,MARREE AERO
7/17/2015,63,17126,0,MARREE AERO
7/18/2015,87,17126,0,MARREE AERO
7/19/2015,111,17126,0,MARREE AERO
7/20/2015,135,17126,0,MARREE AERO
7/21/2015,159,17126,0,MARREE AERO
7/13/2015,-33,32040,0,TOWNSVILLE AERO
7/14/2015,-9,32040,0,TOWNSVILLE AERO
7/15/2015,15,32040,0,TOWNSVILLE AERO
7/16/2015,39,32040,0,TOWNSVILLE AERO
7/17/2015,63,32040,0,TOWNSVILLE AERO
7/18/2015,87,32040,0,TOWNSVILLE AERO
7/19/2015,111,32040,0,TOWNSVILLE AERO
7/20/2015,135,32040,0,TOWNSVILLE AERO
7/21/2015,159,32040,0,TOWNSVILLE AERO
7/14/2015,-33,14015,0,DARWIN AIRPORT
7/15/2015,-9,14015,0,DARWIN AIRPORT
7/16/2015,15,14015,0,DARWIN AIRPORT
7/17/2015,39,14015,0,DARWIN AIRPORT
7/18/2015,63,14015,0,DARWIN AIRPORT
7/19/2015,87,14015,0,DARWIN AIRPORT
7/20/2015,111,14015,0,DARWIN AIRPORT
7/21/2015,135,14015,0,DARWIN AIRPORT
7/22/2015,159,14015,0,DARWIN AIRPORT
7/14/2015,-33,17126,0,MARREE AERO
7/15/2015,-9,17126,0,MARREE AERO
7/16/2015,15,17126,0,MARREE AERO
7/17/2015,39,17126,0,MARREE AERO
7/18/2015,63,17126,0,MARREE AERO
7/19/2015,87,17126,0,MARREE AERO
7/20/2015,111,17126,0,MARREE AERO
7/21/2015,135,17126,0,MARREE AERO
7/22/2015,159,17126,0,MARREE AERO
7/14/2015,-33,32040,0,TOWNSVILLE AERO
7/15/2015,-9,32040,0,TOWNSVILLE AERO
7/16/2015,15,32040,0,TOWNSVILLE AERO
7/17/2015,39,32040,0,TOWNSVILLE AERO
7/18/2015,63,32040,0,TOWNSVILLE AERO
7/19/2015,87,32040,0,TOWNSVILLE AERO
7/20/2015,111,32040,0,TOWNSVILLE AERO
7/21/2015,135,32040,0,TOWNSVILLE AERO
7/22/2015,159,32040,0,TOWNSVILLE AERO
7/15/2015,-33,14015,0,DARWIN AIRPORT
7/16/2015,-9,14015,0,DARWIN AIRPORT
7/17/2015,15,14015,0,DARWIN AIRPORT
7/18/2015,39,14015,0,DARWIN AIRPORT
7/19/2015,63,14015,0,DARWIN AIRPORT
7/20/2015,87,14015,0,DARWIN AIRPORT
7/21/2015,111,14015,0,DARWIN AIRPORT
7/22/2015,135,14015,0,DARWIN AIRPORT
7/23/2015,159,14015,0,DARWIN AIRPORT
7/15/2015,-33,17126,0,MARREE AERO
7/16/2015,-9,17126,0,MARREE AERO
7/17/2015,15,17126,0,MARREE AERO
7/18/2015,39,17126,0,MARREE AERO
7/19/2015,63,17126,0,MARREE AERO
7/20/2015,87,17126,0,MARREE AERO
7/21/2015,111,17126,0,MARREE AERO
7/22/2015,135,17126,0,MARREE AERO
7/23/2015,159,17126,0,MARREE AERO
7/15/2015,-33,32040,0,TOWNSVILLE AERO
7/16/2015,-9,32040,0,TOWNSVILLE AERO
7/17/2015,15,32040,0,TOWNSVILLE AERO
7/18/2015,39,32040,0,TOWNSVILLE AERO
7/19/2015,63,32040,0,TOWNSVILLE AERO
7/20/2015,87,32040,0,TOWNSVILLE AERO
7/21/2015,111,32040,0,TOWNSVILLE AERO
7/22/2015,135,32040,0,TOWNSVILLE AERO
7/23/2015,159,32040,0,TOWNSVILLE AERO
7/24/2015,183,32040,0,TOWNSVILLE AERO
7/16/2015,-33,14015,0,DARWIN AIRPORT
7/17/2015,-9,14015,0,DARWIN AIRPORT
7/18/2015,15,14015,0,DARWIN AIRPORT
7/19/2015,39,14015,0,DARWIN AIRPORT
7/20/2015,63,14015,0,DARWIN AIRPORT
7/21/2015,87,14015,0,DARWIN AIRPORT
7/22/2015,111,14015,0,DARWIN AIRPORT
7/23/2015,135,14015,0,DARWIN AIRPORT
7/24/2015,159,14015,0,DARWIN AIRPORT
7/16/2015,-33,17126,0,MARREE AERO
7/17/2015,-9,17126,0,MARREE AERO
7/18/2015,15,17126,0,MARREE AERO
7/19/2015,39,17126,0,MARREE AERO
7/20/2015,63,17126,0,MARREE AERO
7/21/2015,87,17126,0,MARREE AERO
7/22/2015,111,17126,0,MARREE AERO
7/23/2015,135,17126,0,MARREE AERO
7/24/2015,159,17126,0,MARREE AERO
7/16/2015,-33,32040,0,TOWNSVILLE AERO
7/17/2015,-9,32040,0,TOWNSVILLE AERO
7/18/2015,15,32040,0,TOWNSVILLE AERO
7/19/2015,39,32040,0,TOWNSVILLE AERO
7/20/2015,63,32040,0,TOWNSVILLE AERO
7/21/2015,87,32040,0,TOWNSVILLE AERO
7/22/2015,111,32040,0,TOWNSVILLE AERO
7/23/2015,135,32040,0,TOWNSVILLE AERO
7/24/2015,159,32040,0,TOWNSVILLE AERO
7/17/2015,-33,14015,0,DARWIN AIRPORT
7/18/2015,-9,14015,0,DARWIN AIRPORT
7/19/2015,15,14015,0,DARWIN AIRPORT
7/20/2015,39,14015,0,DARWIN AIRPORT
7/21/2015,63,14015,0,DARWIN AIRPORT
7/22/2015,87,14015,0,DARWIN AIRPORT
7/23/2015,111,14015,0,DARWIN AIRPORT
7/24/2015,135,14015,0,DARWIN AIRPORT
7/25/2015,159,14015,0,DARWIN AIRPORT
7/17/2015,-33,17126,0,MARREE AERO
7/18/2015,-9,17126,0,MARREE AERO
7/19/2015,15,17126,0,MARREE AERO
7/20/2015,39,17126,0,MARREE AERO
7/21/2015,63,17126,0,MARREE AERO
7/22/2015,87,17126,0,MARREE AERO
7/23/2015,111,17126,0,MARREE AERO
7/24/2015,135,17126,0,MARREE AERO
7/25/2015,159,17126,0,MARREE AERO
7/17/2015,-33,32040,0,TOWNSVILLE AERO
7/18/2015,-9,32040,0,TOWNSVILLE AERO
7/19/2015,15,32040,0,TOWNSVILLE AERO
7/20/2015,39,32040,0,TOWNSVILLE AERO
7/21/2015,63,32040,0,TOWNSVILLE AERO
7/22/2015,87,32040,0,TOWNSVILLE AERO
7/23/2015,111,32040,0,TOWNSVILLE AERO
7/24/2015,135,32040,0,TOWNSVILLE AERO
7/25/2015,159,32040,0,TOWNSVILLE AERO
