bd_Start_time,bd_FC_Before_Start,station_number,daily_sum,station_name
4/30/2015,-33,14015,0,DARWIN AIRPORT
5/1/2015,-9,14015,0,DARWIN AIRPORT
5/2/2015,15,14015,0,DARWIN AIRPORT
5/3/2015,39,14015,0,DARWIN AIRPORT
5/4/2015,63,14015,0,DARWIN AIRPORT
5/5/2015,87,14015,0,DARWIN AIRPORT
5/6/2015,111,14015,0,DARWIN AIRPORT
5/7/2015,135,14015,0,DARWIN AIRPORT
5/8/2015,159,14015,0,DARWIN AIRPORT
4/30/2015,-33,17126,0,MARREE AERO
5/1/2015,-9,17126,0,MARREE AERO
5/2/2015,15,17126,0,MARREE AERO
5/3/2015,39,17126,0,MARREE AERO
5/4/2015,63,17126,0,MARREE AERO
5/5/2015,87,17126,0,MARREE AERO
5/6/2015,111,17126,0,MARREE AERO
5/7/2015,135,17126,0,MARREE AERO
5/8/2015,159,17126,0,MARREE AERO
4/30/2015,-33,32040,0,TOWNSVILLE AERO
5/1/2015,-9,32040,0,TOWNSVILLE AERO
5/2/2015,15,32040,0,TOWNSVILLE AERO
5/3/2015,39,32040,0,TOWNSVILLE AERO
5/4/2015,63,32040,0,TOWNSVILLE AERO
5/5/2015,87,32040,0,TOWNSVILLE AERO
5/6/2015,111,32040,0,TOWNSVILLE AERO
5/7/2015,135,32040,0,TOWNSVILLE AERO
5/8/2015,159,32040,0,TOWNSVILLE AERO
5/1/2015,-33,14015,0,DARWIN AIRPORT
5/2/2015,-9,14015,0,DARWIN AIRPORT
5/3/2015,15,14015,0,DARWIN AIRPORT
5/4/2015,39,14015,0,DARWIN AIRPORT
5/5/2015,63,14015,0,DARWIN AIRPORT
5/6/2015,87,14015,0,DARWIN AIRPORT
5/7/2015,111,14015,0,DARWIN AIRPORT
5/8/2015,135,14015,0,DARWIN AIRPORT
5/9/2015,159,14015,0,DARWIN AIRPORT
5/1/2015,-33,17126,0,MARREE AERO
5/2/2015,-9,17126,0,MARREE AERO
5/3/2015,15,17126,0,MARREE AERO
5/4/2015,39,17126,0,MARREE AERO
5/5/2015,63,17126,0,MARREE AERO
5/6/2015,87,17126,0,MARREE AERO
5/7/2015,111,17126,0,MARREE AERO
5/8/2015,135,17126,0,MARREE AERO
5/9/2015,159,17126,0,MARREE AERO
5/1/2015,-33,32040,0,TOWNSVILLE AERO
5/2/2015,-9,32040,0,TOWNSVILLE AERO
5/3/2015,15,32040,0,TOWNSVILLE AERO
5/4/2015,39,32040,0,TOWNSVILLE AERO
5/5/2015,63,32040,0,TOWNSVILLE AERO
5/6/2015,87,32040,0,TOWNSVILLE AERO
5/7/2015,111,32040,0,TOWNSVILLE AERO
5/8/2015,135,32040,0,TOWNSVILLE AERO
5/9/2015,159,32040,0,TOWNSVILLE AERO
5/2/2015,-33,14015,0,DARWIN AIRPORT
5/3/2015,-9,14015,0,DARWIN AIRPORT
5/4/2015,15,14015,0,DARWIN AIRPORT
5/5/2015,39,14015,0,DARWIN AIRPORT
5/6/2015,63,14015,0,DARWIN AIRPORT
5/7/2015,87,14015,0,DARWIN AIRPORT
5/8/2015,111,14015,0,DARWIN AIRPORT
5/9/2015,135,14015,0,DARWIN AIRPORT
5/10/2015,159,14015,0,DARWIN AIRPORT
5/2/2015,-33,17126,0,MARREE AERO
5/3/2015,-9,17126,0,MARREE AERO
5/4/2015,15,17126,0,MARREE AERO
5/5/2015,39,17126,0,MARREE AERO
5/6/2015,63,17126,0,MARREE AERO
5/7/2015,87,17126,0,MARREE AERO
5/8/2015,111,17126,0,MARREE AERO
5/9/2015,135,17126,0,MARREE AERO
5/10/2015,159,17126,0,MARREE AERO
5/2/2015,-33,32040,0,TOWNSVILLE AERO
5/3/2015,-9,32040,0,TOWNSVILLE AERO
5/4/2015,15,32040,0,TOWNSVILLE AERO
5/5/2015,39,32040,0,TOWNSVILLE AERO
5/6/2015,63,32040,0,TOWNSVILLE AERO
5/7/2015,87,32040,0,TOWNSVILLE AERO
5/8/2015,111,32040,0,TOWNSVILLE AERO
5/9/2015,135,32040,0,TOWNSVILLE AERO
5/10/2015,159,32040,0,TOWNSVILLE AERO
5/3/2015,-33,14015,0,DARWIN AIRPORT
5/4/2015,-9,14015,0,DARWIN AIRPORT
5/5/2015,15,14015,0,DARWIN AIRPORT
5/6/2015,39,14015,0,DARWIN AIRPORT
5/7/2015,63,14015,0,DARWIN AIRPORT
5/8/2015,87,14015,0,DARWIN AIRPORT
5/9/2015,111,14015,0,DARWIN AIRPORT
5/10/2015,135,14015,0,DARWIN AIRPORT
5/11/2015,159,14015,0,DARWIN AIRPORT
5/3/2015,-33,17126,0,MARREE AERO
5/4/2015,-9,17126,0,MARREE AERO
5/5/2015,15,17126,0,MARREE AERO
5/6/2015,39,17126,0,MARREE AERO
5/7/2015,63,17126,0,MARREE AERO
5/8/2015,87,17126,0,MARREE AERO
5/9/2015,111,17126,0,MARREE AERO
5/10/2015,135,17126,0,MARREE AERO
5/11/2015,159,17126,0,MARREE AERO
5/3/2015,-33,32040,0,TOWNSVILLE AERO
5/4/2015,-9,32040,0,TOWNSVILLE AERO
5/5/2015,15,32040,0,TOWNSVILLE AERO
5/6/2015,39,32040,0,TOWNSVILLE AERO
5/7/2015,63,32040,0,TOWNSVILLE AERO
5/8/2015,87,32040,0,TOWNSVILLE AERO
5/9/2015,111,32040,0,TOWNSVILLE AERO
5/10/2015,135,32040,0,TOWNSVILLE AERO
5/11/2015,159,32040,0,TOWNSVILLE AERO
5/4/2015,-33,14015,0,DARWIN AIRPORT
5/5/2015,-9,14015,0,DARWIN AIRPORT
5/6/2015,15,14015,0,DARWIN AIRPORT
5/7/2015,39,14015,0,DARWIN AIRPORT
5/8/2015,63,14015,0,DARWIN AIRPORT
5/9/2015,87,14015,0,DARWIN AIRPORT
5/10/2015,111,14015,0,DARWIN AIRPORT
5/11/2015,135,14015,0,DARWIN AIRPORT
5/12/2015,159,14015,0,DARWIN AIRPORT
5/4/2015,-33,17126,0,MARREE AERO
5/5/2015,-9,17126,0,MARREE AERO
5/6/2015,15,17126,0,MARREE AERO
5/7/2015,39,17126,0,MARREE AERO
5/8/2015,63,17126,0,MARREE AERO
5/9/2015,87,17126,0,MARREE AERO
5/10/2015,111,17126,0,MARREE AERO
5/11/2015,135,17126,0,MARREE AERO
5/12/2015,159,17126,0,MARREE AERO
5/4/2015,-33,32040,0,TOWNSVILLE AERO
5/5/2015,-9,32040,0,TOWNSVILLE AERO
5/6/2015,15,32040,0,TOWNSVILLE AERO
5/7/2015,39,32040,0,TOWNSVILLE AERO
5/8/2015,63,32040,0,TOWNSVILLE AERO
5/9/2015,87,32040,0,TOWNSVILLE AERO
5/10/2015,111,32040,0,TOWNSVILLE AERO
5/11/2015,135,32040,0,TOWNSVILLE AERO
5/12/2015,159,32040,0,TOWNSVILLE AERO
5/5/2015,-33,14015,0,DARWIN AIRPORT
5/6/2015,-9,14015,0,DARWIN AIRPORT
5/7/2015,15,14015,0,DARWIN AIRPORT
5/8/2015,39,14015,0,DARWIN AIRPORT
5/9/2015,63,14015,0,DARWIN AIRPORT
5/10/2015,87,14015,0,DARWIN AIRPORT
5/11/2015,111,14015,0,DARWIN AIRPORT
5/12/2015,135,14015,0,DARWIN AIRPORT
5/13/2015,159,14015,0,DARWIN AIRPORT
5/5/2015,-33,17126,0,MARREE AERO
5/6/2015,-9,17126,0,MARREE AERO
5/7/2015,15,17126,0,MARREE AERO
5/8/2015,39,17126,0,MARREE AERO
5/9/2015,63,17126,0,MARREE AERO
5/10/2015,87,17126,0,MARREE AERO
5/11/2015,111,17126,0,MARREE AERO
5/12/2015,135,17126,0,MARREE AERO
5/13/2015,159,17126,0,MARREE AERO
5/5/2015,-33,32040,0,TOWNSVILLE AERO
5/6/2015,-9,32040,0,TOWNSVILLE AERO
5/7/2015,15,32040,0,TOWNSVILLE AERO
5/8/2015,39,32040,0,TOWNSVILLE AERO
5/9/2015,63,32040,0,TOWNSVILLE AERO
5/10/2015,87,32040,0,TOWNSVILLE AERO
5/11/2015,111,32040,0,TOWNSVILLE AERO
5/12/2015,135,32040,0,TOWNSVILLE AERO
5/13/2015,159,32040,0,TOWNSVILLE AERO
5/6/2015,-33,14015,0,DARWIN AIRPORT
5/7/2015,-9,14015,0,DARWIN AIRPORT
5/8/2015,15,14015,0,DARWIN AIRPORT
5/9/2015,39,14015,0,DARWIN AIRPORT
5/10/2015,63,14015,0,DARWIN AIRPORT
5/11/2015,87,14015,0,DARWIN AIRPORT
5/12/2015,111,14015,0,DARWIN AIRPORT
5/13/2015,135,14015,0,DARWIN AIRPORT
5/14/2015,159,14015,0,DARWIN AIRPORT
5/6/2015,-33,17126,0,MARREE AERO
5/7/2015,-9,17126,0,MARREE AERO
5/8/2015,15,17126,0,MARREE AERO
5/9/2015,39,17126,0,MARREE AERO
5/10/2015,63,17126,0,MARREE AERO
5/11/2015,87,17126,0,MARREE AERO
5/12/2015,111,17126,0,MARREE AERO
5/13/2015,135,17126,0,MARREE AERO
5/14/2015,159,17126,0,MARREE AERO
5/6/2015,-33,32040,0,TOWNSVILLE AERO
5/7/2015,-9,32040,0,TOWNSVILLE AERO
5/8/2015,15,32040,0,TOWNSVILLE AERO
5/9/2015,39,32040,0,TOWNSVILLE AERO
5/10/2015,63,32040,0,TOWNSVILLE AERO
5/11/2015,87,32040,0,TOWNSVILLE AERO
5/12/2015,111,32040,0,TOWNSVILLE AERO
5/13/2015,135,32040,0,TOWNSVILLE AERO
5/14/2015,159,32040,0,TOWNSVILLE AERO
5/7/2015,-33,14015,0,DARWIN AIRPORT
5/8/2015,-9,14015,0,DARWIN AIRPORT
5/9/2015,15,14015,0,DARWIN AIRPORT
5/10/2015,39,14015,0,DARWIN AIRPORT
5/11/2015,63,14015,0,DARWIN AIRPORT
5/12/2015,87,14015,0,DARWIN AIRPORT
5/13/2015,111,14015,0,DARWIN AIRPORT
5/14/2015,135,14015,0,DARWIN AIRPORT
5/15/2015,159,14015,0,DARWIN AIRPORT
5/7/2015,-33,17126,0,MARREE AERO
5/8/2015,-9,17126,0,MARREE AERO
5/9/2015,15,17126,0,MARREE AERO
5/10/2015,39,17126,0,MARREE AERO
5/11/2015,63,17126,0,MARREE AERO
5/12/2015,87,17126,0,MARREE AERO
5/13/2015,111,17126,0,MARREE AERO
5/14/2015,135,17126,0,MARREE AERO
5/15/2015,159,17126,0,MARREE AERO
5/7/2015,-33,32040,0,TOWNSVILLE AERO
5/8/2015,-9,32040,0,TOWNSVILLE AERO
5/9/2015,15,32040,0,TOWNSVILLE AERO
5/10/2015,39,32040,0,TOWNSVILLE AERO
5/11/2015,63,32040,0,TOWNSVILLE AERO
5/12/2015,87,32040,0,TOWNSVILLE AERO
5/13/2015,111,32040,0,TOWNSVILLE AERO
5/14/2015,135,32040,0,TOWNSVILLE AERO
5/15/2015,159,32040,0,TOWNSVILLE AERO
5/8/2015,-33,14015,0,DARWIN AIRPORT
5/9/2015,-9,14015,0,DARWIN AIRPORT
5/10/2015,15,14015,0,DARWIN AIRPORT
5/11/2015,39,14015,0,DARWIN AIRPORT
5/12/2015,63,14015,0,DARWIN AIRPORT
5/13/2015,87,14015,0,DARWIN AIRPORT
5/14/2015,111,14015,0,DARWIN AIRPORT
5/15/2015,135,14015,0,DARWIN AIRPORT
5/16/2015,159,14015,0,DARWIN AIRPORT
5/8/2015,-33,17126,0,MARREE AERO
5/9/2015,-9,17126,0,MARREE AERO
5/10/2015,15,17126,0,MARREE AERO
5/11/2015,39,17126,0,MARREE AERO
5/12/2015,63,17126,0,MARREE AERO
5/13/2015,87,17126,0,MARREE AERO
5/14/2015,111,17126,0,MARREE AERO
5/15/2015,135,17126,0,MARREE AERO
5/16/2015,159,17126,0,MARREE AERO
5/8/2015,-33,32040,0,TOWNSVILLE AERO
5/9/2015,-9,32040,0,TOWNSVILLE AERO
5/10/2015,15,32040,0,TOWNSVILLE AERO
5/11/2015,39,32040,0,TOWNSVILLE AERO
5/12/2015,63,32040,0,TOWNSVILLE AERO
5/13/2015,87,32040,0,TOWNSVILLE AERO
5/14/2015,111,32040,0,TOWNSVILLE AERO
5/15/2015,135,32040,0,TOWNSVILLE AERO
5/16/2015,159,32040,0,TOWNSVILLE AERO
5/9/2015,-33,17126,0,MARREE AERO
5/10/2015,-9,17126,0,MARREE AERO
5/11/2015,15,17126,0,MARREE AERO
5/12/2015,39,17126,0,MARREE AERO
5/13/2015,63,17126,0,MARREE AERO
5/14/2015,87,17126,0,MARREE AERO
5/15/2015,111,17126,0,MARREE AERO
5/16/2015,135,17126,0,MARREE AERO
5/17/2015,159,17126,0,MARREE AERO
5/9/2015,-33,32040,0,TOWNSVILLE AERO
5/10/2015,-9,32040,0,TOWNSVILLE AERO
5/11/2015,15,32040,0,TOWNSVILLE AERO
5/12/2015,39,32040,0,TOWNSVILLE AERO
5/13/2015,63,32040,0,TOWNSVILLE AERO
5/14/2015,87,32040,0,TOWNSVILLE AERO
5/15/2015,111,32040,0,TOWNSVILLE AERO
5/16/2015,135,32040,0,TOWNSVILLE AERO
5/17/2015,159,32040,0,TOWNSVILLE AERO
5/10/2015,-33,14015,0,DARWIN AIRPORT
5/11/2015,-9,14015,0,DARWIN AIRPORT
5/12/2015,15,14015,0,DARWIN AIRPORT
5/13/2015,39,14015,0,DARWIN AIRPORT
5/14/2015,63,14015,0,DARWIN AIRPORT
5/15/2015,87,14015,0,DARWIN AIRPORT
5/16/2015,111,14015,0,DARWIN AIRPORT
5/17/2015,135,14015,0,DARWIN AIRPORT
5/18/2015,159,14015,0,DARWIN AIRPORT
5/10/2015,-33,17126,0,MARREE AERO
5/11/2015,-9,17126,0,MARREE AERO
5/12/2015,15,17126,0,MARREE AERO
5/13/2015,39,17126,0,MARREE AERO
5/14/2015,63,17126,0,MARREE AERO
5/15/2015,87,17126,0,MARREE AERO
5/16/2015,111,17126,0,MARREE AERO
5/17/2015,135,17126,0,MARREE AERO
5/18/2015,159,17126,0,MARREE AERO
5/10/2015,-33,32040,0,TOWNSVILLE AERO
5/11/2015,-9,32040,0,TOWNSVILLE AERO
5/12/2015,15,32040,0,TOWNSVILLE AERO
5/13/2015,39,32040,0,TOWNSVILLE AERO
5/14/2015,63,32040,0,TOWNSVILLE AERO
5/15/2015,87,32040,0,TOWNSVILLE AERO
5/16/2015,111,32040,0,TOWNSVILLE AERO
5/17/2015,135,32040,0,TOWNSVILLE AERO
5/18/2015,159,32040,0,TOWNSVILLE AERO
5/11/2015,-33,14015,0,DARWIN AIRPORT
5/12/2015,-9,14015,0,DARWIN AIRPORT
5/13/2015,15,14015,0,DARWIN AIRPORT
5/14/2015,39,14015,0,DARWIN AIRPORT
5/15/2015,63,14015,0,DARWIN AIRPORT
5/16/2015,87,14015,0,DARWIN AIRPORT
5/17/2015,111,14015,0,DARWIN AIRPORT
5/18/2015,135,14015,0,DARWIN AIRPORT
5/19/2015,159,14015,0,DARWIN AIRPORT
5/11/2015,-33,17126,0,MARREE AERO
5/12/2015,-9,17126,0,MARREE AERO
5/13/2015,15,17126,0,MARREE AERO
5/14/2015,39,17126,0,MARREE AERO
5/15/2015,63,17126,0,MARREE AERO
5/16/2015,87,17126,0,MARREE AERO
5/17/2015,111,17126,0,MARREE AERO
5/18/2015,135,17126,0,MARREE AERO
5/19/2015,159,17126,0,MARREE AERO
5/11/2015,-33,32040,0,TOWNSVILLE AERO
5/12/2015,-9,32040,0,TOWNSVILLE AERO
5/13/2015,15,32040,0,TOWNSVILLE AERO
5/14/2015,39,32040,0,TOWNSVILLE AERO
5/15/2015,63,32040,0,TOWNSVILLE AERO
5/16/2015,87,32040,0,TOWNSVILLE AERO
5/17/2015,111,32040,0,TOWNSVILLE AERO
5/18/2015,135,32040,0,TOWNSVILLE AERO
5/19/2015,159,32040,0,TOWNSVILLE AERO
5/12/2015,-33,14015,0,DARWIN AIRPORT
5/13/2015,-9,14015,0,DARWIN AIRPORT
5/14/2015,15,14015,0,DARWIN AIRPORT
5/15/2015,39,14015,0,DARWIN AIRPORT
5/16/2015,63,14015,0,DARWIN AIRPORT
5/17/2015,87,14015,0,DARWIN AIRPORT
5/18/2015,111,14015,0,DARWIN AIRPORT
5/19/2015,135,14015,0,DARWIN AIRPORT
5/20/2015,159,14015,0,DARWIN AIRPORT
5/12/2015,-33,32040,0,TOWNSVILLE AERO
5/13/2015,-9,32040,0,TOWNSVILLE AERO
5/14/2015,15,32040,0,TOWNSVILLE AERO
5/15/2015,39,32040,0,TOWNSVILLE AERO
5/16/2015,63,32040,0,TOWNSVILLE AERO
5/17/2015,87,32040,0,TOWNSVILLE AERO
5/18/2015,111,32040,0,TOWNSVILLE AERO
5/19/2015,135,32040,0,TOWNSVILLE AERO
5/20/2015,159,32040,0,TOWNSVILLE AERO
5/13/2015,-33,14015,0,DARWIN AIRPORT
5/14/2015,-9,14015,0,DARWIN AIRPORT
5/15/2015,15,14015,0,DARWIN AIRPORT
5/16/2015,39,14015,0,DARWIN AIRPORT
5/17/2015,63,14015,0,DARWIN AIRPORT
5/18/2015,87,14015,0,DARWIN AIRPORT
5/19/2015,111,14015,0,DARWIN AIRPORT
5/20/2015,135,14015,0,DARWIN AIRPORT
5/21/2015,159,14015,0,DARWIN AIRPORT
5/13/2015,-33,17126,0,MARREE AERO
5/14/2015,-9,17126,0,MARREE AERO
5/15/2015,15,17126,0,MARREE AERO
5/16/2015,39,17126,0,MARREE AERO
5/17/2015,63,17126,0,MARREE AERO
5/18/2015,87,17126,0,MARREE AERO
5/19/2015,111,17126,0,MARREE AERO
5/20/2015,135,17126,1,MARREE AERO
5/21/2015,159,17126,0,MARREE AERO
5/13/2015,-33,32040,0,TOWNSVILLE AERO
5/14/2015,-9,32040,0,TOWNSVILLE AERO
5/15/2015,15,32040,0,TOWNSVILLE AERO
5/16/2015,39,32040,0,TOWNSVILLE AERO
5/17/2015,63,32040,0,TOWNSVILLE AERO
5/18/2015,87,32040,0,TOWNSVILLE AERO
5/19/2015,111,32040,0,TOWNSVILLE AERO
5/20/2015,135,32040,0,TOWNSVILLE AERO
5/21/2015,159,32040,0,TOWNSVILLE AERO
5/22/2015,183,32040,0,TOWNSVILLE AERO
5/14/2015,-33,14015,0,DARWIN AIRPORT
5/15/2015,-9,14015,0,DARWIN AIRPORT
5/16/2015,15,14015,0,DARWIN AIRPORT
5/17/2015,39,14015,0,DARWIN AIRPORT
5/18/2015,63,14015,0,DARWIN AIRPORT
5/19/2015,87,14015,0,DARWIN AIRPORT
5/20/2015,111,14015,0,DARWIN AIRPORT
5/21/2015,135,14015,0,DARWIN AIRPORT
5/22/2015,159,14015,0,DARWIN AIRPORT
5/14/2015,-33,17126,0,MARREE AERO
5/15/2015,-9,17126,0,MARREE AERO
5/16/2015,15,17126,0,MARREE AERO
5/17/2015,39,17126,0,MARREE AERO
5/18/2015,63,17126,0,MARREE AERO
5/19/2015,87,17126,0,MARREE AERO
5/20/2015,111,17126,1,MARREE AERO
5/21/2015,135,17126,0,MARREE AERO
5/22/2015,159,17126,0,MARREE AERO
5/14/2015,-33,32040,0,TOWNSVILLE AERO
5/15/2015,-9,32040,0,TOWNSVILLE AERO
5/16/2015,15,32040,0,TOWNSVILLE AERO
5/17/2015,39,32040,0,TOWNSVILLE AERO
5/18/2015,63,32040,0,TOWNSVILLE AERO
5/19/2015,87,32040,0,TOWNSVILLE AERO
5/20/2015,111,32040,0,TOWNSVILLE AERO
5/21/2015,135,32040,0,TOWNSVILLE AERO
5/22/2015,159,32040,0,TOWNSVILLE AERO
5/15/2015,-33,14015,0,DARWIN AIRPORT
5/16/2015,-9,14015,0,DARWIN AIRPORT
5/17/2015,15,14015,0,DARWIN AIRPORT
5/18/2015,39,14015,0,DARWIN AIRPORT
5/19/2015,63,14015,0,DARWIN AIRPORT
5/20/2015,87,14015,0,DARWIN AIRPORT
5/21/2015,111,14015,0,DARWIN AIRPORT
5/22/2015,135,14015,0,DARWIN AIRPORT
5/23/2015,159,14015,0,DARWIN AIRPORT
5/15/2015,-33,17126,0,MARREE AERO
5/16/2015,-9,17126,0,MARREE AERO
5/17/2015,15,17126,0,MARREE AERO
5/18/2015,39,17126,0,MARREE AERO
5/19/2015,63,17126,0,MARREE AERO
5/20/2015,87,17126,1,MARREE AERO
5/21/2015,111,17126,0,MARREE AERO
5/22/2015,135,17126,0,MARREE AERO
5/23/2015,159,17126,0,MARREE AERO
5/15/2015,-33,32040,0,TOWNSVILLE AERO
5/16/2015,-9,32040,0,TOWNSVILLE AERO
5/17/2015,15,32040,0,TOWNSVILLE AERO
5/18/2015,39,32040,0,TOWNSVILLE AERO
5/19/2015,63,32040,0,TOWNSVILLE AERO
5/20/2015,87,32040,0,TOWNSVILLE AERO
5/21/2015,111,32040,0,TOWNSVILLE AERO
5/22/2015,135,32040,0,TOWNSVILLE AERO
5/23/2015,159,32040,0,TOWNSVILLE AERO
5/16/2015,-33,14015,0,DARWIN AIRPORT
5/17/2015,-9,14015,0,DARWIN AIRPORT
5/18/2015,15,14015,0,DARWIN AIRPORT
5/19/2015,39,14015,0,DARWIN AIRPORT
5/20/2015,63,14015,0,DARWIN AIRPORT
5/21/2015,87,14015,0,DARWIN AIRPORT
5/22/2015,111,14015,0,DARWIN AIRPORT
5/23/2015,135,14015,0,DARWIN AIRPORT
5/24/2015,159,14015,0,DARWIN AIRPORT
5/16/2015,-33,17126,0,MARREE AERO
5/17/2015,-9,17126,0,MARREE AERO
5/18/2015,15,17126,0,MARREE AERO
5/19/2015,39,17126,0,MARREE AERO
5/20/2015,63,17126,1,MARREE AERO
5/21/2015,87,17126,0,MARREE AERO
5/22/2015,111,17126,0,MARREE AERO
5/23/2015,135,17126,0,MARREE AERO
5/24/2015,159,17126,0,MARREE AERO
5/16/2015,-33,32040,0,TOWNSVILLE AERO
5/17/2015,-9,32040,0,TOWNSVILLE AERO
5/18/2015,15,32040,0,TOWNSVILLE AERO
5/19/2015,39,32040,0,TOWNSVILLE AERO
5/20/2015,63,32040,0,TOWNSVILLE AERO
5/21/2015,87,32040,0,TOWNSVILLE AERO
5/22/2015,111,32040,0,TOWNSVILLE AERO
5/23/2015,135,32040,0,TOWNSVILLE AERO
5/24/2015,159,32040,0,TOWNSVILLE AERO
5/17/2015,-33,14015,0,DARWIN AIRPORT
5/18/2015,-9,14015,0,DARWIN AIRPORT
5/19/2015,15,14015,0,DARWIN AIRPORT
5/20/2015,39,14015,0,DARWIN AIRPORT
5/21/2015,63,14015,0,DARWIN AIRPORT
5/22/2015,87,14015,0,DARWIN AIRPORT
5/23/2015,111,14015,0,DARWIN AIRPORT
5/24/2015,135,14015,0,DARWIN AIRPORT
5/25/2015,159,14015,0,DARWIN AIRPORT
5/17/2015,-33,17126,0,MARREE AERO
5/18/2015,-9,17126,0,MARREE AERO
5/19/2015,15,17126,0,MARREE AERO
5/20/2015,39,17126,1,MARREE AERO
5/21/2015,63,17126,0,MARREE AERO
5/22/2015,87,17126,0,MARREE AERO
5/23/2015,111,17126,0,MARREE AERO
5/24/2015,135,17126,0,MARREE AERO
5/25/2015,159,17126,0,MARREE AERO
5/17/2015,-33,32040,0,TOWNSVILLE AERO
5/18/2015,-9,32040,0,TOWNSVILLE AERO
5/19/2015,15,32040,0,TOWNSVILLE AERO
5/20/2015,39,32040,0,TOWNSVILLE AERO
5/21/2015,63,32040,0,TOWNSVILLE AERO
5/22/2015,87,32040,0,TOWNSVILLE AERO
5/23/2015,111,32040,0,TOWNSVILLE AERO
5/24/2015,135,32040,0,TOWNSVILLE AERO
5/25/2015,159,32040,0,TOWNSVILLE AERO
5/18/2015,-33,14015,0,DARWIN AIRPORT
5/19/2015,-9,14015,0,DARWIN AIRPORT
5/20/2015,15,14015,0,DARWIN AIRPORT
5/21/2015,39,14015,0,DARWIN AIRPORT
5/22/2015,63,14015,0,DARWIN AIRPORT
5/23/2015,87,14015,0,DARWIN AIRPORT
5/24/2015,111,14015,0,DARWIN AIRPORT
5/25/2015,135,14015,0,DARWIN AIRPORT
5/26/2015,159,14015,0,DARWIN AIRPORT
5/18/2015,-33,17126,0,MARREE AERO
5/19/2015,-9,17126,0,MARREE AERO
5/20/2015,15,17126,1,MARREE AERO
5/21/2015,39,17126,0,MARREE AERO
5/22/2015,63,17126,0,MARREE AERO
5/23/2015,87,17126,0,MARREE AERO
5/24/2015,111,17126,0,MARREE AERO
5/25/2015,135,17126,0,MARREE AERO
5/26/2015,159,17126,0,MARREE AERO
5/18/2015,-33,32040,0,TOWNSVILLE AERO
5/19/2015,-9,32040,0,TOWNSVILLE AERO
5/20/2015,15,32040,0,TOWNSVILLE AERO
5/21/2015,39,32040,0,TOWNSVILLE AERO
5/22/2015,63,32040,0,TOWNSVILLE AERO
5/23/2015,87,32040,0,TOWNSVILLE AERO
5/24/2015,111,32040,0,TOWNSVILLE AERO
5/25/2015,135,32040,0,TOWNSVILLE AERO
5/26/2015,159,32040,0,TOWNSVILLE AERO
5/19/2015,-33,14015,0,DARWIN AIRPORT
5/20/2015,-9,14015,0,DARWIN AIRPORT
5/21/2015,15,14015,0,DARWIN AIRPORT
5/22/2015,39,14015,0,DARWIN AIRPORT
5/23/2015,63,14015,0,DARWIN AIRPORT
5/24/2015,87,14015,0,DARWIN AIRPORT
5/25/2015,111,14015,0,DARWIN AIRPORT
5/26/2015,135,14015,0,DARWIN AIRPORT
5/27/2015,159,14015,0,DARWIN AIRPORT
5/19/2015,-33,17126,0,MARREE AERO
5/20/2015,-9,17126,1,MARREE AERO
5/21/2015,15,17126,0,MARREE AERO
5/22/2015,39,17126,0,MARREE AERO
5/23/2015,63,17126,0,MARREE AERO
5/24/2015,87,17126,0,MARREE AERO
5/25/2015,111,17126,0,MARREE AERO
5/26/2015,135,17126,0,MARREE AERO
5/27/2015,159,17126,1,MARREE AERO
5/19/2015,-33,32040,0,TOWNSVILLE AERO
5/20/2015,-9,32040,0,TOWNSVILLE AERO
5/21/2015,15,32040,0,TOWNSVILLE AERO
5/22/2015,39,32040,0,TOWNSVILLE AERO
5/23/2015,63,32040,0,TOWNSVILLE AERO
5/24/2015,87,32040,0,TOWNSVILLE AERO
5/25/2015,111,32040,0,TOWNSVILLE AERO
5/26/2015,135,32040,0,TOWNSVILLE AERO
5/27/2015,159,32040,0,TOWNSVILLE AERO
5/20/2015,-33,14015,0,DARWIN AIRPORT
5/21/2015,-9,14015,0,DARWIN AIRPORT
5/22/2015,15,14015,0,DARWIN AIRPORT
5/23/2015,39,14015,0,DARWIN AIRPORT
5/24/2015,63,14015,0,DARWIN AIRPORT
5/25/2015,87,14015,0,DARWIN AIRPORT
5/26/2015,111,14015,0,DARWIN AIRPORT
5/27/2015,135,14015,0,DARWIN AIRPORT
5/28/2015,159,14015,0,DARWIN AIRPORT
5/20/2015,-33,17126,1,MARREE AERO
5/21/2015,-9,17126,0,MARREE AERO
5/22/2015,15,17126,0,MARREE AERO
5/23/2015,39,17126,0,MARREE AERO
5/24/2015,63,17126,0,MARREE AERO
5/25/2015,87,17126,0,MARREE AERO
5/26/2015,111,17126,0,MARREE AERO
5/27/2015,135,17126,1,MARREE AERO
5/28/2015,159,17126,1,MARREE AERO
5/20/2015,-33,32040,0,TOWNSVILLE AERO
5/21/2015,-9,32040,0,TOWNSVILLE AERO
5/22/2015,15,32040,0,TOWNSVILLE AERO
5/23/2015,39,32040,0,TOWNSVILLE AERO
5/24/2015,63,32040,0,TOWNSVILLE AERO
5/25/2015,87,32040,0,TOWNSVILLE AERO
5/26/2015,111,32040,0,TOWNSVILLE AERO
5/27/2015,135,32040,0,TOWNSVILLE AERO
5/28/2015,159,32040,0,TOWNSVILLE AERO
5/21/2015,-33,14015,0,DARWIN AIRPORT
5/22/2015,-9,14015,0,DARWIN AIRPORT
